id,term,definition,external_id,external_source,comment,curator,parent_id,level,created_at,updated_at,legacy_id
8017,Nuclear envelope,"The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space). (Gene Ontology).",GO:0005635,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8018,Nuclear pore complex,"Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined. (Gene Ontology).",GO:0005643,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8019,Nucleolus,"A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome. (Gene Ontology).",GO:0005730,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8020,Nucleoplasm,That part of the nuclear content other than the chromosomes or the nucleolus. (Gene Ontology).,GO:0005654,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8021,Nucleus,"A body within the cell, surrounded by a membrane, within which lie the chromosomes, one or more nucleoli, combined with proteins, and exhibits mitosis. (NCI)",C13197,,,Naama,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:30 UTC,
8022,Nucleus envelope,"The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space). (Gene Ontology).",GO:0005635,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8023,Nucleus matrix,The dense fibrillar network lying on the inner side of the nuclear membrane. (Gene Ontology).,GO:0016363,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8024,Nucleus membrane,Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space. (Gene Ontology).,GO:0031965,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8025,Nucleus outer membrane,"The outer, i.e. cytoplasm-facing, lipid bilayer of the nuclear envelope; continuous with the endoplasmic reticulum of the cell and sometimes studded with ribosomes. (Gene Ontology).",GO:0005640,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8026,Nucleus speckle,"A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy. (Gene Ontology).",GO:0016607,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8027,Null,,,gene ontology,,Yannick,7730,4,2018-02-26 21:06:31 UTC,2018-02-26 21:06:31 UTC,
8028,Outer membrane,The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites. (Gene Ontology).,GO:0019867,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8029,P-body,"A focus in the cytoplasm where mRNAs may become inactivated by decapping or some other mechanism. Protein and RNA localized to these foci are involved in mRNA degradation, nonsense-mediated mRNA decay (NMD), translational repression, and RNA-mediated gene silencing. (Gene Ontology).",GO:0000932,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8030,Perinuclear region,"Cytoplasm situated near, or occurring around, the nucleus. (Gene Ontology).",GO:0048471,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8031,Periplasm,The region between the inner (cytoplasmic) and outer membrane (Gram-negative Bacteria) or cytoplasmic membrane and cell wall (Fungi and Gram-positive Bacteria). (Gene Ontology).,GO:0042597,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8032,Peroxisome,"A small organelle enclosed by a single membrane, and found in most eukaryotic cells. Contains peroxidases and other enzymes involved in a variety of metabolic processes including free radical detoxification, lipid catabolism and biosynthesis, and hydrogen peroxide metabolism. (Gene Ontology).",GO:0005777,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8033,Peroxisome matrix,The volume contained within the membranes of a peroxisome; in many cells the matrix contains a crystalloid core largely composed of urate oxidase. (Gene Ontology).,GO:0005782,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8034,Peroxisome membrane,The lipid bilayer surrounding a peroxisome. (Gene Ontology).,GO:0005778,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8035,Phagosome membrane,The lipid bilayer surrounding a phagocytic vesicle. (Gene Ontology).,GO:0030670,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8036,Photoreceptor inner segment,"The inner segment of a vertebrate photoreceptor containing mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs. (Gene Ontology).",GO:0001917,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8037,Photoreceptor outer segment,The outer segment of a vertebrate photoreceptor that contains discs of photoreceptive membranes. (Gene Ontology).,GO:0001750,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8038,Pml body,"A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection. (Gene Ontology).",GO:0016605,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8039,Podosome,"An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm. (Gene Ontology).",GO:0002102,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8040,Postsynaptic cell membrane,A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane. (Gene Ontology).,GO:0045211,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8041,Postsynaptic density,"An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components. (Gene Ontology).",GO:0014069,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8042,Presynaptic cell membrane,"A specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction; many synaptic junctions exhibit structural presynaptic characteristics, such as conical, electron-dense internal protrusions, that distinguish it from the remainder of the axon plasma membrane. (Gene Ontology).",GO:0042734,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8043,Prevacuolar compartment membrane,The membrane surrounding the prevacuolar compartment. (Uniprot).,SL-0224,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8044,Recycling endosome membrane,The lipid bilayer surrounding a recycling endosome. (Gene Ontology).,GO:0055038,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8045,Rough endoplasmic reticulum,"The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae. (Gene Ontology).",GO:0005791,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:33 UTC,
8046,Rough endoplasmic reticulum membrane,The lipid bilayer surrounding the rough endoplasmic reticulum. (Gene Ontology).,GO:0030867,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8047,Ruffle,Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork. (Gene Ontology).,GO:0001726,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8048,Ruffle membrane,The portion of the plasma membrane surrounding a ruffle. (Gene Ontology).,GO:0032587,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8049,Sarcolemma,"The outer membrane of a muscle cell, consisting of the plasma membrane, a covering basement membrane (about 100 nm thick and sometimes common to more than one fiber), and the associated loose network of collagen fibers. (Gene Ontology).",GO:0042383,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8050,Sarcomere,"The repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs. (Gene Ontology).",GO:0030017,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8051,Sarcoplasmic reticulum membrane,The lipid bilayer surrounding the sarcoplasmic reticulum. (Gene Ontology).,GO:0033017,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8052,Secretory vesicle,"A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space. (Gene Ontology).",GO:0099503,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8053,Secretory vesicle lumen,The secretory vesicle compartment bounded by the membrane of the secretory vesicle. (Uniprot).,SL-0347,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8054,Secretory vesicle membrane,The membrane of a secretory vesicle.,GO:0005804,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8055,Spindle,The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart. (Gene Ontology).,GO:0005819,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8056,Spindle pole,"Either of the ends of a spindle, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules. (Gene Ontology).",GO:0000922,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8057,Stereocilium,"An actin-based protrusion from the apical surface of auditory and vestibular hair cells and of neuromast cells. These protrusions are supported by a bundle of cross-linked actin filaments (an actin cable), oriented such that the plus (barbed) ends are at the tip of the protrusion, capped by a tip complex which bridges to the plasma. Bundles of stereocilia act as mechanosensory organelles. (Gene Ontology).",GO:0032420,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8058,Synapse,"The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane. (Gene Ontology).",GO:0045202,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8059,Synaptic vesicle membrane,The lipid bilayer surrounding a synaptic vesicle. (Gene Ontology).,GO:0030672,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8060,Synaptosome,"Any of the discrete particles (nerve-ending particles) formed from the clublike presynaptic nerve endings that resist disruption and are snapped or torn off their attachments when brain tissue is homogenized in media isosmotic to plasma. (Gene Ontology, OBSOLETE).",GO:0019717,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8061,Telomere,"A complex of DNA and protein that seals the end of a chromosome. The telomeric DNA consists of simple tandemly repeated sequences specific for each species. Typically one strand is G-rich and the other C-rich. The G-rich strand forms a 3'-terminal overhang, the length of which varies with species. The single strand overhang is bound by a variety of proteins, including telomere capping proteins that bind to the single-stranded DNA. (Gene Ontology, OBSOLETE).",GO:0005696,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8062,Tight junction,An occluding cell-cell junction that is composed of a branching network of sealing strands that completely encircles the apical end of each cell in an epithelial sheet; the outer leaflets of the two interacting plasma membranes are seen to be tightly apposed where sealing strands are present. Each sealing strand is composed of a long row of transmembrane adhesion proteins embedded in each of the two interacting plasma membranes. (Gene Ontology).,GO:0005923,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8063,Trans-golgi network,"The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination. (Gene Ontology).",GO:0005802,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8064,Trans-golgi network membrane,The lipid bilayer surrounding any of the compartments that make up the trans-Golgi network. (Gene Ontology).,GO:0032588,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
8065,Vacuole,"A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol. (Gene Ontology).",GO:0005773,,,Hasan,7730,4,2018-02-26 21:06:31 UTC,2018-04-07 00:25:34 UTC,
